bsym,CustomerID,total_amt,max_amt,min_amt,total_cnt,max_cnt,min_cnt,total_qty,max_qty,min_qty,Country,target,total_amt_grp,n_target,grp
2011-06,15632,314.16,314.16,314.16,1,9,9,144,48,8,UK,1.0,2,0,3
2011-06,15640,1008.61,1008.61,1008.61,1,54,54,618,96,1,UK,1.0,3,0,1
2011-06,15656,256.77,256.77,256.77,1,16,16,102,12,1,UK,0.0,1,1,1
2011-06,15665,765.79,765.79,765.79,1,39,39,492,48,1,UK,0.0,3,1,1
2011-06,15669,235.94,235.94,235.94,1,14,14,126,24,2,UK,0.0,1,1,2
2011-06,15722,435.25,435.25,435.25,1,20,20,183,48,1,UK,0.0,2,1,1
2011-06,15737,236.85000000000002,204.85000000000002,15.0,3,12,1,83,12,2,UK,1.0,1,0,2
2011-06,15738,316.02000000000004,316.02000000000004,316.02000000000004,1,11,11,154,24,6,UK,1.0,2,0,3
2011-06,15769,2876.0,2876.0,2876.0,1,6,6,1600,400,200,UK,1.0,3,0,3
2011-06,15780,72.52,72.52,72.52,1,4,4,28,12,2,UK,0.0,1,1,2
2011-06,15799,161.02,161.02,161.02,1,15,15,358,100,8,UK,0.0,1,1,3
2011-06,15809,15.9,15.9,15.9,1,1,1,2,2,2,UK,0.0,1,1,2
2011-06,15812,289.46,289.46,289.46,1,27,27,147,25,1,UK,1.0,1,0,1
2011-06,15840,241.74,241.74,241.74,1,17,17,256,48,3,UK,0.0,1,1,2
2011-06,15845,426.18,426.18,426.18,1,21,21,330,48,2,UK,1.0,2,0,2
2011-06,15850,116.16,116.16,116.16,1,41,41,239,36,1,UK,0.0,1,1,1
2011-06,15864,171.84,171.84,171.84,1,1,1,96,96,96,UK,0.0,1,1,3
2011-06,15867,302.72,302.72,302.72,1,28,28,86,12,1,UK,1.0,1,0,1
2011-06,15912,123.13,123.13,123.13,1,6,6,119,25,1,UK,0.0,1,1,1
2011-06,15916,113.35,113.35,113.35,1,9,9,65,25,1,UK,0.0,1,1,1
2011-06,15921,323.03000000000003,323.03000000000003,323.03000000000003,1,24,24,162,48,1,UK,0.0,2,1,1
2011-06,15969,308.7,308.7,308.7,1,10,10,44,6,2,UK,0.0,2,1,2
2011-06,16003,573.7,573.7,573.7,1,34,34,397,25,2,UK,1.0,2,0,2
2011-06,16013,2902.7,2145.0,375.0,3,2,1,946,660,16,UK,1.0,3,0,3
2011-06,16045,269.4,269.4,269.4,1,16,16,157,25,2,UK,0.0,1,1,2
2011-06,16113,161.38,161.38,161.38,1,30,30,176,72,1,UK,0.0,1,1,1
2011-06,16114,135.75000000000003,135.75000000000003,135.75000000000003,1,8,8,43,6,3,UK,0.0,1,1,2
2011-06,16126,952.65,952.65,952.65,1,20,20,263,36,4,UK,0.0,3,1,2
2011-06,16168,143.5,143.5,143.5,1,5,5,66,48,2,UK,1.0,1,0,2
2011-06,16170,319.29,319.29,319.29,1,21,21,232,25,2,UK,1.0,2,0,2
2011-06,16214,313.08000000000004,313.08000000000004,313.08000000000004,1,9,9,100,12,4,UK,0.0,2,1,2
2011-06,16230,266.1,266.1,266.1,1,16,16,170,24,6,UK,0.0,1,1,3
2011-06,16247,114.56,114.56,114.56,1,16,16,182,48,1,UK,0.0,1,1,1
2011-06,16257,46.95,46.95,46.95,1,2,2,2,1,1,UK,0.0,1,1,1
2011-06,16316,363.78,363.78,363.78,1,22,22,257,36,1,UK,1.0,2,0,1
2011-06,16326,382.9,249.95000000000002,132.95,2,25,8,81,6,1,UK,1.0,2,0,1
2011-06,16357,120.05000000000001,120.05000000000001,120.05000000000001,1,5,5,33,12,2,UK,0.0,1,1,2
2011-06,16370,271.04,271.04,271.04,1,46,46,158,10,1,UK,0.0,1,1,1
2011-06,16395,513.74,513.74,513.74,1,48,48,518,72,1,UK,0.0,2,1,1
2011-06,16401,309.9,309.9,309.9,1,9,9,242,100,10,UK,1.0,2,0,3
2011-06,16424,133.56,133.56,133.56,1,5,5,88,36,2,UK,0.0,1,1,2
2011-06,16458,388.3,222.0,166.3,2,11,10,268,20,6,UK,1.0,2,0,3
2011-06,16466,198.76999999999998,198.76999999999998,198.76999999999998,1,12,12,153,72,1,UK,0.0,1,1,1
2011-06,16484,404.3,285.7,118.60000000000001,2,18,7,200,16,1,UK,0.0,2,1,1
2011-06,16498,91.22,91.22,91.22,1,14,14,42,6,1,UK,1.0,1,0,1
2011-06,16529,455.25,455.25,455.25,1,30,30,198,16,1,UK,0.0,2,1,1
2011-06,16558,305.18,305.18,305.18,1,19,19,264,72,1,UK,1.0,2,0,1
2011-06,16566,183.76,183.76,183.76,1,3,3,88,64,12,UK,0.0,1,1,3
2011-06,16593,185.9,185.9,185.9,1,19,19,37,4,1,UK,0.0,1,1,1
2011-06,16611,129.49,129.49,129.49,1,9,9,47,12,2,UK,0.0,1,1,2
2011-06,16682,525.5,525.5,525.5,1,11,11,514,192,8,UK,1.0,2,0,3
2011-06,16744,109.96,109.96,109.96,1,29,29,47,6,1,UK,1.0,1,0,1
2011-06,16767,399.18,399.18,399.18,1,16,16,382,120,6,UK,1.0,2,0,3
2011-06,16774,143.4,143.4,143.4,1,13,13,82,48,2,UK,1.0,1,0,2
2011-06,16779,1257.0800000000002,462.96000000000004,387.65999999999997,3,17,12,827,72,2,UK,1.0,3,0,2
2011-06,16801,140.85,140.85,140.85,1,4,4,15,4,3,UK,0.0,1,1,2
2011-06,16805,245.82,245.82,245.82,1,43,43,269,72,1,UK,0.0,1,1,1
2011-06,16814,297.15,297.15,297.15,1,12,12,181,36,1,UK,1.0,1,0,1
2011-06,16817,230.18,230.18,230.18,1,13,13,123,36,1,UK,0.0,1,1,1
2011-06,16839,1106.22,488.54,215.6,3,15,2,640,100,4,UK,1.0,3,0,2
2011-06,16841,606.74,306.68,300.06,2,18,16,742,80,4,UK,1.0,2,0,2
2011-06,16843,1900.02,1830.72,69.30000000000001,2,68,2,2028,144,2,UK,1.0,3,0,2
2011-06,16904,743.32,319.06,167.59,3,92,14,351,36,1,UK,1.0,3,0,1
2011-06,16906,181.3,181.3,181.3,1,6,6,118,96,2,UK,0.0,1,1,2
2011-06,16942,499.94,330.28000000000003,169.66,2,51,24,165,10,1,UK,1.0,2,0,1
2011-06,16949,388.0,388.0,388.0,1,10,10,197,25,2,UK,0.0,2,1,2
2011-06,16963,110.55000000000001,110.55000000000001,110.55000000000001,1,7,7,35,6,3,UK,0.0,1,1,2
2011-06,16969,397.36,397.36,397.36,1,27,27,388,36,1,UK,1.0,2,0,1
2011-06,16987,416.4,302.25,114.15,2,10,10,56,22,1,UK,0.0,2,1,1
2011-06,17001,408.45,408.45,408.45,1,20,20,234,25,2,UK,0.0,2,1,2
2011-06,17061,671.9,671.9,671.9,1,13,13,168,50,2,UK,1.0,3,0,2
2011-06,17063,352.5,305.0,47.5,2,16,2,124,10,2,UK,0.0,2,1,2
2011-06,17088,383.28000000000003,383.28000000000003,383.28000000000003,1,22,22,170,12,2,UK,0.0,2,1,2
2011-06,17157,161.46,161.46,161.46,1,8,8,102,24,6,UK,0.0,1,1,3
2011-06,17169,308.68,308.68,308.68,1,18,18,102,12,2,UK,0.0,2,1,2
2011-06,17175,302.62,302.62,302.62,1,13,13,182,36,4,UK,1.0,1,0,2
2011-06,17193,448.56000000000006,299.04,149.52,2,4,4,144,24,12,UK,0.0,2,1,3
2011-06,17204,314.4,245.5,68.9,2,11,3,138,24,1,UK,0.0,2,1,1
2011-06,17227,107.6,107.6,107.6,1,5,5,104,36,2,UK,0.0,1,1,2
2011-06,17231,385.19,385.19,385.19,1,50,50,259,48,1,UK,0.0,2,1,1
2011-06,17242,709.44,709.44,709.44,1,29,29,411,48,4,UK,0.0,3,1,2
2011-06,17252,337.01,337.01,337.01,1,85,85,190,12,1,UK,0.0,2,1,1
2011-06,17282,274.56,274.56,274.56,1,5,5,344,96,8,UK,0.0,1,1,3
2011-06,17306,1278.98,511.79999999999995,305.28000000000003,3,4,1,1522,864,36,UK,1.0,3,0,3
2011-06,17323,135.37,135.37,135.37,1,33,33,164,12,1,UK,0.0,1,1,1
2011-06,17346,293.57,147.42000000000002,146.15,2,40,34,347,36,1,UK,0.0,1,1,1
2011-06,17360,320.9,320.9,320.9,1,53,53,164,25,1,UK,0.0,2,1,1
2011-06,17381,513.8399999999999,462.9599999999999,50.88,2,2,1,744,504,48,UK,1.0,2,0,3
2011-06,17389,858.88,395.7,52.5,4,7,1,282,48,6,UK,1.0,3,0,3
2011-06,17391,508.8,407.04,101.76,2,2,1,480,192,96,UK,0.0,2,1,3
2011-06,17402,377.94,226.28,151.66,2,6,4,100,24,2,UK,0.0,2,1,2
2011-06,17408,32.65,32.65,32.65,1,2,2,3,2,1,UK,0.0,1,1,1
2011-06,17416,937.74,937.74,937.74,1,21,21,604,96,4,UK,0.0,3,1,2
2011-06,17422,375.04,375.04,375.04,1,32,32,688,96,12,UK,1.0,2,0,3
2011-06,17450,5405.48,5405.48,5405.48,1,11,11,3104,612,56,UK,1.0,3,0,3
2011-06,17490,305.2,305.2,305.2,1,18,18,140,24,2,UK,0.0,2,1,2
2011-06,17519,200.5,200.5,200.5,1,8,8,146,48,2,UK,1.0,1,0,2
2011-06,17531,296.7,296.7,296.7,1,14,14,136,25,2,UK,0.0,1,1,2
2011-06,17589,620.65,620.65,620.65,1,55,55,372,48,1,UK,1.0,3,0,1
2011-06,17616,163.2,163.2,163.2,1,1,1,64,64,64,UK,0.0,1,1,3
2011-06,17630,168.1,168.1,168.1,1,7,7,46,12,2,UK,0.0,1,1,2
2011-06,17642,395.3,395.3,395.3,1,26,26,284,25,2,UK,0.0,2,1,2
2011-06,17651,705.0,360.9,344.1,2,24,22,475,48,2,UK,1.0,3,0,2
2011-06,17675,1278.27,555.8,239.46,3,24,11,469,32,2,UK,1.0,3,0,2
2011-06,17690,913.23,838.23,75.0,2,46,3,291,50,1,UK,0.0,3,1,1
2011-06,17704,497.90000000000003,497.90000000000003,497.90000000000003,1,15,15,168,48,2,UK,0.0,2,1,2
2011-06,17706,2964.59,2662.17,302.42,2,88,25,1065,36,1,UK,1.0,3,0,1
2011-06,17707,68.7,68.7,68.7,1,2,2,66,60,6,UK,0.0,1,1,3
2011-06,17708,156.48,156.48,156.48,1,9,9,58,12,3,UK,0.0,1,1,2
2011-06,17719,617.25,311.4,305.85,2,17,16,235,36,1,UK,1.0,3,0,1
2011-06,17730,928.22,586.01,342.21000000000004,2,30,16,763,48,3,UK,0.0,3,1,2
2011-06,17731,662.5699999999999,352.91,309.65999999999997,2,17,15,181,24,1,UK,0.0,3,1,1
2011-06,17797,272.41,272.41,272.41,1,44,44,249,25,1,UK,0.0,1,1,1
2011-06,17819,599.4499999999999,599.4499999999999,599.4499999999999,1,6,6,115,32,1,UK,0.0,2,1,1
2011-06,17873,396.14000000000004,396.14000000000004,396.14000000000004,1,8,8,181,48,1,UK,0.0,2,1,1
2011-06,17879,178.51999999999998,178.51999999999998,178.51999999999998,1,6,6,45,24,1,UK,0.0,1,1,1
2011-06,17891,203.85999999999999,203.85999999999999,203.85999999999999,1,34,34,393,24,1,UK,0.0,1,1,1
2011-06,17930,303.53999999999996,303.53999999999996,303.53999999999996,1,15,15,349,48,12,UK,0.0,1,1,3
2011-06,17940,215.5,108.0,107.5,2,1,1,862,432,430,UK,0.0,1,1,3
2011-06,17961,94.06,35.849999999999994,6.8999999999999995,5,10,1,39,3,1,UK,1.0,1,0,1
2011-06,17979,262.87,262.87,262.87,1,35,35,193,32,1,UK,0.0,1,1,1
2011-06,18072,247.44,247.44,247.44,1,18,18,288,24,12,UK,0.0,1,1,3
2011-06,18075,282.23,282.23,282.23,1,15,15,147,24,1,UK,0.0,1,1,1
2011-06,18077,226.39,226.39,226.39,1,18,18,167,24,2,UK,0.0,1,1,2
2011-06,18102,41959.44,16488.0,2496.0,5,12,1,8926,324,74,UK,1.0,3,0,3
2011-06,18118,615.65,265.05,158.99,3,40,18,344,100,1,UK,1.0,2,0,1
2011-06,18135,109.82000000000001,109.82000000000001,109.82000000000001,1,9,9,88,72,1,UK,0.0,1,1,1
2011-06,18155,152.63,152.63,152.63,1,11,11,105,24,3,UK,0.0,1,1,2
2011-06,18165,302.46000000000004,302.46000000000004,302.46000000000004,1,10,10,254,120,6,UK,0.0,1,1,3
2011-06,18219,268.96999999999997,200.47,68.5,2,11,4,126,25,2,UK,1.0,1,0,2
2011-06,18221,302.54,302.54,302.54,1,15,15,178,48,2,UK,0.0,1,1,2
2011-06,18223,375.86,342.11,33.75,2,16,1,112,12,3,UK,1.0,2,0,2
2011-06,18226,387.42,387.42,387.42,1,21,21,360,48,6,UK,1.0,2,0,3
2011-06,18236,181.3,181.3,181.3,1,10,10,66,12,2,UK,1.0,1,0,2
2011-06,18257,214.4,214.4,214.4,1,10,10,92,20,2,UK,0.0,1,1,2
2011-07,12358,484.86,484.86,484.86,1,12,12,100,12,2,ETC,0.0,2,1,2
2011-07,12407,911.4,719.06,192.34,2,33,4,818,272,2,ETC,0.0,3,1,2
2011-07,12428,632.44,632.44,632.44,1,20,20,228,36,4,ETC,1.0,3,0,2
2011-07,12450,96.0,96.0,96.0,1,2,2,64,40,24,ETC,0.0,1,1,3
2011-07,12464,45.599999999999994,45.599999999999994,45.599999999999994,1,2,2,13,12,1,ETC,1.0,1,0,1
2011-07,12474,705.24,513.64,191.60000000000002,2,33,11,535,25,1,ETC,0.0,3,1,1
2011-07,12490,412.93,412.93,412.93,1,24,24,236,24,2,ETC,1.0,2,0,2
2011-07,12540,1775.01,1358.3899999999999,416.62,2,47,25,865,48,1,ETC,1.0,3,0,1
2011-07,12556,308.75,308.75,308.75,1,60,60,163,12,1,ETC,0.0,2,1,1
2011-07,12560,1292.31,1292.31,1292.31,1,76,76,812,48,1,ETC,1.0,3,0,1
2011-07,12576,239.2,239.2,239.2,1,16,16,148,20,1,ETC,0.0,1,1,1
2011-07,12621,561.06,561.06,561.06,1,28,28,297,30,2,ETC,1.0,2,0,2
2011-07,12635,683.64,683.64,683.64,1,40,40,399,24,3,ETC,0.0,3,1,2
2011-07,12647,276.6,276.6,276.6,1,16,16,143,24,1,ETC,1.0,1,0,1
2011-07,12664,653.9,653.9,653.9,1,9,9,188,72,2,ETC,0.0,3,1,2
2011-07,12669,471.43,471.43,471.43,1,31,31,266,36,1,ETC,0.0,2,1,1
2011-07,12678,915.46,915.46,915.46,1,10,10,667,120,1,ETC,1.0,3,0,1
2011-07,12681,1111.74,579.26,532.48,2,36,27,566,48,2,ETC,0.0,3,1,2
2011-07,12682,1023.46,474.36,99.6,4,16,5,486,72,1,ETC,1.0,3,0,1
2011-07,12705,998.4200000000001,998.4200000000001,998.4200000000001,1,60,60,863,80,2,ETC,0.0,3,1,2
2011-07,12709,1315.98,875.28,440.7,2,13,9,527,60,4,ETC,0.0,3,1,2
2011-07,12710,71.4,71.4,71.4,1,4,4,61,36,1,ETC,0.0,1,1,1
2011-07,12716,677.9,677.9,677.9,1,45,45,503,36,2,ETC,0.0,3,1,2
2011-07,12722,302.92,302.92,302.92,1,19,19,156,24,2,ETC,1.0,1,0,2
2011-07,12731,1734.58,1734.58,1734.58,1,32,32,838,100,6,ETC,0.0,3,1,3
2011-07,12743,540.13,344.8,195.33,2,82,47,315,25,1,ETC,0.0,2,1,1
2011-07,12744,3949.32,3949.32,3949.32,1,75,75,2160,288,2,ETC,0.0,3,1,2
2011-07,12753,3680.4,3680.4,3680.4,1,37,37,2208,100,12,ETC,0.0,3,1,3
2011-07,12766,936.48,936.48,936.48,1,40,40,625,96,2,ETC,0.0,3,1,2
2011-07,12843,294.3,294.3,294.3,1,12,12,92,20,1,UK,0.0,1,1,1
2011-07,12864,147.12,147.12,147.12,1,3,3,216,144,12,UK,0.0,1,1,3
2011-07,12916,693.37,693.37,693.37,1,26,26,263,64,2,UK,0.0,3,1,2
2011-07,12955,355.53999999999996,355.53999999999996,355.53999999999996,1,15,15,350,72,2,UK,0.0,2,1,2
2011-07,12977,39.239999999999995,39.239999999999995,39.239999999999995,1,9,9,12,3,1,UK,0.0,1,1,1
2011-07,12981,187.18,187.18,187.18,1,11,11,134,24,6,UK,0.0,1,1,3
2011-07,13012,304.92,304.92,304.92,1,16,16,198,36,6,UK,0.0,2,1,3
2011-07,13013,560.84,303.14,257.7,2,17,13,262,24,2,UK,1.0,2,0,2
2011-07,13050,339.38,339.38,339.38,1,19,19,256,72,2,UK,1.0,2,0,2
2011-07,13069,302.04,302.04,302.04,1,16,16,432,288,6,UK,1.0,1,0,3
2011-07,13082,1278.1,1278.1,1278.1,1,7,7,1342,1200,10,UK,1.0,3,0,3
2011-07,13089,3692.18,1021.9200000000001,214.2,6,41,5,2485,96,4,UK,1.0,3,0,2
2011-07,13090,968.4,968.4,968.4,1,15,15,216,24,6,UK,0.0,3,1,3
2011-07,13098,2233.66,865.62,396.9,4,21,11,1060,100,2,UK,1.0,3,0,2
2011-07,13116,501.14,501.14,501.14,1,30,30,291,25,1,UK,0.0,2,1,1
2011-07,13136,652.22,533.04,119.18,2,29,6,401,25,4,UK,0.0,3,1,2
2011-07,13149,506.16,506.16,506.16,1,30,30,282,36,2,UK,1.0,2,0,2
2011-07,13158,306.42,306.42,306.42,1,20,20,194,36,2,UK,1.0,2,0,2
2011-07,13194,60.7,60.7,60.7,1,3,3,26,12,6,UK,0.0,1,1,3
2011-07,13198,431.57,431.57,431.57,1,27,27,301,25,1,UK,1.0,2,0,1
2011-07,13207,197.52000000000004,197.52000000000004,197.52000000000004,1,5,5,72,24,12,UK,0.0,1,1,3
2011-07,13217,481.96000000000004,396.96000000000004,85.0,2,2,1,244,100,48,UK,1.0,2,0,3
2011-07,13225,557.6800000000001,557.6800000000001,557.6800000000001,1,2,2,296,200,96,UK,0.0,2,1,3
2011-07,13266,375.22,375.22,375.22,1,16,16,374,96,6,UK,1.0,2,0,3
2011-07,13285,796.83,796.83,796.83,1,55,55,540,24,3,UK,0.0,3,1,2
2011-07,13313,308.6,308.6,308.6,1,16,16,156,20,4,UK,0.0,2,1,2
2011-07,13327,484.1,484.1,484.1,1,15,15,198,30,4,UK,1.0,2,0,2
2011-07,13338,487.02,487.02,487.02,1,19,19,256,72,1,UK,0.0,2,1,1
2011-07,13373,1067.8799999999999,1067.8799999999999,1067.8799999999999,1,56,56,486,24,2,UK,0.0,3,1,2
2011-07,13381,709.74,709.74,709.74,1,34,34,332,48,2,UK,1.0,3,0,2
2011-07,13388,677.1,621.3,55.8,2,31,4,282,24,1,UK,0.0,3,1,1
2011-07,13418,300.62,221.0,79.62,2,25,4,418,36,6,UK,1.0,1,0,3
2011-07,13420,104.05,104.05,104.05,1,4,4,27,12,3,UK,0.0,1,1,2
2011-07,13491,56.82,56.82,56.82,1,6,6,54,24,1,UK,0.0,1,1,1
2011-07,13575,130.2,130.2,130.2,1,8,8,80,12,2,UK,0.0,1,1,2
2011-07,13577,465.35,465.35,465.35,1,26,26,206,12,1,UK,0.0,2,1,1
2011-07,13588,491.0,491.0,491.0,1,38,38,646,36,4,UK,1.0,2,0,2
2011-07,13590,204.35,204.35,204.35,1,12,12,89,10,4,UK,0.0,1,1,2
2011-07,13678,232.6,232.6,232.6,1,16,16,924,216,20,UK,0.0,1,1,3
2011-07,13728,141.15,141.15,141.15,1,9,9,99,24,2,UK,1.0,1,0,2
2011-07,13764,443.40000000000003,443.40000000000003,443.40000000000003,1,64,64,302,25,1,UK,0.0,2,1,1
2011-07,13767,457.26,457.26,457.26,1,15,15,180,24,4,UK,1.0,2,0,2
2011-07,13798,1235.6399999999999,909.24,326.4,2,6,2,668,144,32,UK,1.0,3,0,3
2011-07,13804,631.48,321.14,310.34000000000003,2,18,18,374,48,2,UK,0.0,3,1,2
2011-07,13824,196.86,196.86,196.86,1,10,10,142,30,8,UK,0.0,1,1,3
2011-07,13833,383.85,383.85,383.85,1,28,28,117,24,1,UK,0.0,2,1,1
2011-07,13835,208.89,208.89,208.89,1,13,13,134,24,1,UK,0.0,1,1,1
2011-07,13862,300.86,300.86,300.86,1,16,16,234,48,4,UK,1.0,1,0,2
2011-07,13895,554.84,554.84,554.84,1,30,30,248,48,2,UK,0.0,2,1,2
2011-07,13901,1561.0900000000001,1561.0900000000001,1561.0900000000001,1,77,77,856,48,1,UK,1.0,3,0,1
2011-07,13925,380.12,380.12,380.12,1,25,25,212,24,1,UK,1.0,2,0,1
2011-07,13967,80.7,80.7,80.7,1,2,2,42,36,6,UK,0.0,1,1,3
2011-07,13969,353.02,353.02,353.02,1,8,8,155,48,1,UK,1.0,2,0,1
2011-07,13975,151.76,151.76,151.76,1,8,8,74,12,2,UK,1.0,1,0,2
2011-07,14049,226.93,226.93,226.93,1,23,23,135,12,1,UK,0.0,1,1,1
2011-07,14051,1575.3,902.4,672.9,2,10,8,318,60,6,UK,1.0,3,0,3
2011-07,14057,440.26,440.26,440.26,1,17,17,328,48,10,UK,1.0,2,0,3
2011-07,14083,41.6,41.6,41.6,1,3,3,8,6,1,UK,1.0,1,0,1
2011-07,14092,360.54,360.54,360.54,1,21,21,258,30,6,UK,0.0,2,1,3
2011-07,14101,785.0,785.0,785.0,1,5,5,556,240,40,UK,0.0,3,1,3
2011-07,14110,317.40000000000003,317.40000000000003,317.40000000000003,1,9,9,134,48,8,UK,1.0,2,0,3
2011-07,14143,115.8,115.8,115.8,1,7,7,30,12,2,UK,0.0,1,1,2
2011-07,14191,417.94,417.94,417.94,1,23,23,308,48,3,UK,1.0,2,0,2
2011-07,14209,438.5,438.5,438.5,1,15,15,138,32,1,UK,1.0,2,0,1
2011-07,14223,351.69,351.69,351.69,1,21,21,261,48,2,UK,0.0,2,1,2
2011-07,14224,368.18,368.18,368.18,1,16,16,162,48,1,UK,1.0,2,0,1
2011-07,14243,214.62,214.62,214.62,1,14,14,110,24,1,UK,0.0,1,1,1
2011-07,14246,520.23,520.23,520.23,1,26,26,267,36,2,UK,1.0,2,0,2
2011-07,14259,120.0,120.0,120.0,1,5,5,68,24,2,UK,0.0,1,1,2
2011-07,14262,305.5,305.5,305.5,1,15,15,213,36,4,UK,1.0,2,0,2
2011-07,14289,109.26,109.26,109.26,1,4,4,26,12,2,UK,0.0,1,1,2
2011-07,14298,3832.29,2569.55,74.88,4,99,1,4569,160,1,UK,1.0,3,0,1
2011-07,14332,119.04,119.04,119.04,1,2,2,48,36,12,UK,0.0,1,1,3
2011-07,14341,115.08,115.08,115.08,1,2,2,54,48,2,UK,1.0,1,0,2
2011-07,14364,558.25,558.25,558.25,1,11,11,319,100,4,UK,1.0,2,0,2
2011-07,14388,326.77,326.77,326.77,1,16,16,185,24,1,UK,1.0,2,0,1
2011-07,14390,556.58,556.58,556.58,1,39,39,310,60,1,UK,0.0,2,1,1
2011-07,14397,203.84,99.96,47.7,3,4,1,172,48,6,UK,1.0,1,0,3
2011-07,14407,785.43,475.36,310.07,2,24,9,876,240,3,UK,1.0,3,0,2
2011-07,14414,604.78,309.14,295.64,2,21,21,990,72,6,UK,1.0,2,0,3
2011-07,14459,1837.92,1837.92,1837.92,1,37,37,760,96,6,UK,0.0,3,1,3
2011-07,14461,356.84,356.84,356.84,1,14,14,163,40,1,UK,0.0,2,1,1
2011-07,14462,140.76,140.76,140.76,1,24,24,68,6,1,UK,1.0,1,0,1
2011-07,14517,252.45,252.45,252.45,1,14,14,73,16,2,UK,0.0,1,1,2
2011-07,14534,464.51,243.22,221.29,2,40,37,320,100,1,UK,1.0,2,0,1
2011-07,14572,400.76,400.76,400.76,1,45,45,248,72,1,UK,1.0,2,0,1
2011-07,14606,808.1800000000001,124.44,108.44,7,36,1,408,72,1,UK,1.0,3,0,1
2011-07,14609,191.16,191.16,191.16,1,1,1,3186,3186,3186,UK,0.0,1,1,3
2011-07,14621,366.6,366.6,366.6,1,14,14,128,24,4,UK,0.0,2,1,2
2011-07,14640,185.07,185.07,185.07,1,6,6,57,12,4,UK,1.0,1,0,2
2011-07,14645,356.99,356.99,356.99,1,21,21,303,48,1,UK,0.0,2,1,1
2011-07,14659,259.79,259.79,259.79,1,28,28,117,16,1,UK,0.0,1,1,1
2011-07,14692,111.25,111.25,111.25,1,11,11,36,12,1,UK,0.0,1,1,1
2011-07,14709,416.90000000000003,416.90000000000003,416.90000000000003,1,18,18,240,24,2,UK,1.0,2,0,2
2011-07,14735,487.62,295.02,15.0,3,10,1,244,30,4,UK,1.0,2,0,2
2011-07,14758,277.12,277.12,277.12,1,14,14,100,48,2,UK,0.0,1,1,2
2011-07,14776,201.96,201.96,201.96,1,7,7,202,48,5,UK,1.0,1,0,3
2011-07,14800,282.66,282.66,282.66,1,20,20,266,72,3,UK,1.0,1,0,2
2011-07,14849,813.89,813.89,813.89,1,42,42,567,50,2,UK,1.0,3,0,2
2011-07,14852,425.96,425.96,425.96,1,21,21,266,48,2,UK,0.0,2,1,2
2011-07,14868,457.14,439.74,17.4,2,26,1,224,12,2,UK,1.0,2,0,2
2011-07,14891,105.0,105.0,105.0,1,6,6,71,24,5,UK,0.0,1,1,3
2011-07,14898,380.25,380.25,380.25,1,41,41,431,240,1,UK,0.0,2,1,1
2011-07,14907,971.13,971.13,971.13,1,45,45,569,48,1,UK,0.0,3,1,1
2011-07,14916,406.22999999999996,406.22999999999996,406.22999999999996,1,27,27,361,48,2,UK,0.0,2,1,2
2011-07,14918,765.4200000000001,765.4200000000001,765.4200000000001,1,20,20,312,24,6,UK,1.0,3,0,3
2011-07,15005,409.79,244.87,164.92,2,40,32,303,12,1,UK,1.0,2,0,1
2011-07,15021,202.38,202.38,202.38,1,42,42,79,5,1,UK,0.0,1,1,1
2011-07,15039,851.65,352.94,185.81,3,30,27,382,24,1,UK,1.0,3,0,1
2011-07,15045,346.76,346.76,346.76,1,8,8,76,12,6,UK,0.0,2,1,3
2011-07,15125,1414.42,1049.38,49.92,3,15,1,767,100,4,UK,1.0,3,0,2
2011-07,15150,292.82,292.82,292.82,1,20,20,184,25,1,UK,1.0,1,0,1
2011-07,15152,615.24,310.72,304.52,2,21,17,302,16,1,UK,1.0,2,0,1
2011-07,15157,419.91,419.91,419.91,1,35,35,832,48,1,UK,0.0,2,1,1
2011-07,15159,1429.8,908.46,521.34,2,43,39,1588,48,4,UK,1.0,3,0,2
2011-07,15172,360.54,360.54,360.54,1,23,23,358,48,6,UK,0.0,2,1,3
2011-07,15189,2403.41,685.5,304.87,5,8,4,984,192,1,UK,1.0,3,0,1
2011-07,15203,301.98,301.98,301.98,1,26,26,426,50,6,UK,1.0,1,0,3
2011-07,15206,35.400000000000006,35.400000000000006,35.400000000000006,1,2,2,12,6,6,UK,0.0,1,1,3
2011-07,15232,310.36,310.36,310.36,1,18,18,372,40,10,UK,1.0,2,0,3
2011-07,15249,819.0,819.0,819.0,1,37,37,456,24,3,UK,1.0,3,0,2
2011-07,15260,345.14,345.14,345.14,1,13,13,190,24,4,UK,1.0,2,0,2
2011-07,15267,372.0,372.0,372.0,1,2,2,216,120,96,UK,0.0,2,1,3
2011-07,15356,361.83,361.83,361.83,1,45,45,268,30,1,UK,1.0,2,0,1
2011-07,15402,185.78,185.78,185.78,1,14,14,263,216,1,UK,0.0,1,1,1
2011-07,15512,19.799999999999997,19.799999999999997,19.799999999999997,1,1,1,12,12,12,UK,0.0,1,1,3
2011-07,15513,1611.1100000000001,1611.1100000000001,1611.1100000000001,1,38,38,861,144,2,UK,1.0,3,0,2
2011-07,15518,401.11,399.15999999999997,1.95,2,47,1,277,72,1,UK,1.0,2,0,1
2011-07,15530,177.85,177.85,177.85,1,16,16,49,6,1,UK,0.0,1,1,1
2011-07,15577,229.23,156.85,72.38,2,19,16,82,6,1,UK,0.0,1,1,1
2011-07,15624,208.63000000000002,208.63000000000002,208.63000000000002,1,13,13,215,64,3,UK,1.0,1,0,2
